Rank,Name,Company,Volume,Sides,City,State
-,Joette Swartz,RE/MAX Realty Select,$6.35M,36,Harrisburg,PA
-,Tanza Everding,Howard Hanna Real Estate Services,$6.34M,32,Beavercreek,OH
-,Lisa Paige,Keller Williams Realty Aiken Partners,$6.34M,26,Aiken,SC
-,Matt Shealy,Coldwell Banker Realty,$6.34M,35,Irmo,SC
-,Arturo Gaona,ERA Matt Fischer Realtor,$6.34M,25,Yuma,AZ
-,Christopher Crawley,Keller Williams Realty Ballantyne Area,$6.34M,29,Charlotte,NC
-,Vicky Sowden,RE/MAX New Image,$6.34M,31,Saginaw,MI
-,Pauline Trottier,Coldwell Banker Timberland Properties,$6.34M,36.9,Sidney,NY
-,Alicia Manceau,CENTURY 21 Signature Realty,$6.34M,33.5,Midland,MI
-,Jeremy Ritchie,Keller Williams Realty Elevate,$6.34M,28.5,Joplin,MO
-,Luz Janzen,RE/MAX Associates,$6.34M,38,Norfolk,NE
-,Traci Pangrazio,Keller Williams Legacy Group Realty,$6.34M,25,Canton,OH
-,Elizabeth Tumasz,Redfin,$6.34M,16,Philadelphia,PA
-,Ian Luker,Coldwell Banker Sandy River Realty,$6.34M,31,Farmington,ME
-,Kiana Joyce,Coldwell Banker Realty,$6.34M,37,Maryland Heights,MO
-,Monica Pizano,RE/MAX Prestige Homes,$6.33M,47,Kankakee,IL
-,Diane McGregor,NextHome Peninsula Realty Group,$6.33M,10,Rumson,NJ
-,Jessica Naeser,Berkshire Hathaway HomeServices The Preferred Realty,$6.33M,26,McMurray,PA
-,Otis Johnson,RE/MAX Ignite,$6.33M,25,Beloit,WI
-,Amber Cryer,Coldwell Banker Access Realty,$6.33M,25.5,Warner Robins,GA
-,Pam J Hanson,NextHome Legendary Properties,$6.33M,16.5,Bismarck,ND
-,Sharon Henry,Redfin,$6.33M,22,Houston,TX
-,Michelle C. Fowler,RE/MAX North Country,$6.33M,30.5,Plattsburgh,NY
-,Briana Cardin-Rogers,"Howard Hanna S. Tier, Inc.",$6.33M,32,Binghamton,NY
-,Jody Saunders,"Howard Hanna S. Tier, Inc.",$6.33M,35,Montour Falls,NY
-,Claudia Abel Passalacqua,Keller Williams Realty,$6.33M,26,Saint Clair Shores,MI
-,Inga Black,Coldwell Banker Realty,$6.33M,27,Irmo,SC
-,Kelly Bila,Berkshire Hathaway HomeServices Tomie Raines REALTORS®,$6.33M,29,East Lansing,MI
-,Dustin Lema,CENTURY 21 Thacker,$6.33M,26,Oxford,OH
-,Flori Davis,NextHome Experience,$6.32M,20,Bangor,ME
-,Sandi Sanchez,Keller Williams Realty Mulinix,$6.32M,35,Ardmore,OK
-,Beth Herald,RE/MAX Choice,$6.32M,31,Bloomington,IL
-,Elizabeth Kresge,Redfin,$6.32M,18,High Point,NC
-,Todd Bosley,Coldwell Banker Schmidt Family of Companies,$6.32M,34.9,Canton,OH
-,Bud Caruso,Coldwell Banker Realty,$6.32M,26,Bradley,IL
-,Richard W Hébert,Engel & Völkers New Orleans,$6.32M,28,New Orleans,LA
-,Mary DePugh,ERA Martin & Associates,$6.31M,27,Chillicothe,OH
-,Teresa Pearson,"Keller Williams Realty Diamond Partners, Inc.",$6.31M,30,Olathe,KS
-,Marta Gandia,Better Homes and Gardens Real Estate Cassidon Realty,$6.31M,25,Bethlehem,PA
-,Yola Casillas,@properties Christie's International Real Estate,$6.31M,27,Highland,IN
-,John Barnes,ReeceNichols Premier Realty,$6.31M,28,Basehor,KS
-,Barb Rich,RE/MAX Professionals,$6.31M,35,Saint Joseph,MO
-,Suha Matthews,Redfin,$6.31M,20,Louisville,KY
-,Meri Frady,RE/MAX Moves,$6.31M,30,Greer,SC
-,Monica Medley,CENTURY 21 First Choice Realty,$6.31M,25,Muskogee,OK
-,Lee Ann Barlow,ERA Advantage Realty,$6.30M,37,Princeton,WV
-,Coreen Scott,"Coldwell Banker Select, REALTORS",$6.30M,29,Erie,PA
-,Joe Weltner,Coldwell Banker Realty,$6.30M,29,Pittsburgh,PA
-,Brad Spink,Keller Williams Drive,$6.30M,25.5,Greenville,SC
-,Joe Mullaney,RE/MAX Finest,$6.30M,34,Saint Johns,MI
-,Misti Kelley,ERA Simpson Realty,$6.30M,29.5,Bainbridge,GA
-,Ginger Stroube,RE/MAX Douglass Real Estate,$6.30M,27,Houghton,MI
-,Kimberly Toogood,CENTURY 21 Affiliated,$6.30M,27,Portage,MI
-,Tania Mihaylova,RE/MAX Legends,$6.29M,28.5,Oakbrook Terrace,IL
-,Irina Gagne,Better Homes and Gardens Real Estate Special Properties,$6.29M,25,Green Lake,WI
-,Yalando Presley,Keller Williams Realty Elite Partners III,$6.29M,29,Clermont,FL
-,Laura Fulwider,Redfin,$6.28M,15,Saint Petersburg,FL
-,Keri Janda,NextHome Gadwood Group,$6.28M,16,Shawnee,KS
-,Wendy Mattingly,RE/MAX Professional Realty Group,$6.28M,41,Henderson,KY
-,Ginger McBee,RE/MAX Unlimited,$6.28M,38,Harrison,AR
-,Janeth Gonzalez,RE/MAX Pearland,$6.28M,27,Pearland,TX
-,Travis Clarkson,"Berkshire Hathaway HomeServices C. Dan Joyner, REALTORS®",$6.27M,26,Simpsonville,SC
-,Candice Carter,John R. Wood Properties Christie's International Real Estate,$6.27M,28.3,Cape Coral,FL
-,Dustin Vacek,RE/MAX Opportunities,$6.27M,25,Needville,TX
-,Bryan Deal,Redfin,$6.27M,14,Raleigh,NC
-,Kelly Hude,RE/MAX Real Estate Professionals,$6.27M,25,East Lansing,MI
-,Byron Medellin,Keller Williams Realty Group,$6.27M,28.4,Anniston,AL
-,Stacey Hesser,Keller Williams Realty Mulinix,$6.27M,29,Ardmore,OK
-,Hugh Morrow,RE/MAX Preferred,$6.27M,43,Birmingham,AL
-,Cortney Hunter,MarMac Real Estate,$6.27M,29,Killen,AL
-,Sarah Heck,Keller Williams Elite Realty,$6.27M,34.5,Elizabethtown,KY
-,Stephanie Rooks,Keller Williams Realty Memphis Central,$6.27M,27,Germantown,TN
-,Daniel Covert,HUNT Real Estate ERA,$6.26M,28,Rochester,NY
-,Paul Rodriguez,HomeSmart Realty Advisors,$6.26M,33,Philadelphia,PA
-,Rachel Reaves,RE/MAX Leading Edge,$6.26M,35,Dearborn Heights,MI
-,Faiza Anwar,RE/MAX ONE,$6.26M,26,Beaumont,TX
-,Brandi Kovach,CENTURY 21 Jordan Link & Company,$6.26M,30.9,Bakersfield,CA
-,Dave Zielinski,"CENTURY 21 Forward Realty, Inc.",$6.25M,36,Big Rapids,MI
-,Carla Bialkowski,NextHome Select Realty,$6.25M,18,De Pere,WI
-,Ali Schneider,"Keller Williams Signature Partners, LLC",$6.25M,26,Wichita,KS
-,Hollie Greene,EXIT Realty Self Property Advisors,$6.25M,28,McDonough,GA
-,Kelly Smith,Keller Williams Realty Southeast Alabama,$6.25M,37,Dothan,AL
-,Michael Hamilton,"Howard Hanna S. Tier, Inc.",$6.25M,37,Elmira,NY
-,Yeni Ruiz,CENTURY 21 Realty Team,$6.25M,31,Columbus,NE
-,Hallie Satkoff,NextHome Endless Summer,$6.25M,22,Jacksonville,FL
-,Mike Bundy,Berkshire Hathaway HomeServices Prime Properties,$6.25M,27,Greenville,NC
-,Amanda Riemenschneider,Coldwell Banker Realty,$6.24M,25.6,Excelsior,MN
-,Ayla Maldonado,Redfin,$6.24M,18,Williamstown,NJ
-,Danielle Cunningham,Keller Williams Seven Hills Realty,$6.24M,28,Cincinnati,OH
-,Janelle Pfeiffer,Berkshire Hathaway HomeServices Kee Realty,$6.24M,26,Brownstown Township,MI
-,Laura Rusmisell,Coldwell Banker Armstrong Davis Realty,$6.24M,29.5,Buckhannon,WV
-,Nicole Jackson,Keller Williams Platinum Realty,$6.24M,37.8,Fort Smith,AR
-,Maralee Ray,RE/MAX Classic,$6.24M,37,Lavonia,GA
-,Missy Blacketer,NextHome Unlimited,$6.24M,25,Salina,KS
-,Martha Carolina Ramirez Reyes,HomeSmart (AZ),$6.24M,26,Scottsdale,AZ
-,Wendy Anderson,NextHome Next Stepp,$6.24M,27,Ashland,OH
-,Toni Stanford,Keller Williams Tri-Cities,$6.23M,32,Kennewick,WA
-,Charlyn Coseglia,"PowerMark Properties, ERA Powered",$6.23M,25,Biloxi,MS
-,Amy Jackson,CENTURY 21 HomeStar,$6.23M,33,Solon,OH
-,Sylvia Bauer,"Howard Hanna Rochester, Inc.",$6.23M,38,Rochester,NY
-,Mirka Nelson,Coldwell Banker Realty,$6.23M,34,Ashland,WI
-,Jason Satkowiak,RE/MAX Results,$6.23M,26,Fort Wayne,IN
-,Joseph Barrientos,CENTURY 21 The Harrelson Group,$6.23M,25,Myrtle Beach,SC
-,Lola Gifford,CENTURY 21 McWaters Realty Service,$6.22M,46,Blytheville,AR
-,Bob Oligney,CENTURY 21 Signature Realty,$6.22M,26,Flushing,MI
-,Jennifer Marshall,Keller Williams Palmetto,$6.22M,26,Columbia,SC
-,Michael Mazzurco,Keller Williams Cornerstone Realty,$6.22M,34,Ocala,FL
-,Jeri Cameron,Berkshire Hathaway HomeServices Stouffer Realty,$6.22M,26,Salem,OH
-,Lisa Giordano,Berkshire Hathaway HomeServices Stouffer Realty,$6.22M,28,Boardman,OH
-,Greg Renfrow,NextHome Cornerstone Realty,$6.22M,18,Memphis,TN
-,Cathy Echterling,Berkshire Hathaway HomeServices Stein & Summers Real Estate,$6.21M,25,Saint Joseph,MO
-,Amanda Talkington,Coldwell Banker Schmidt Family of Companies,$6.21M,27.7,Canton,OH
-,Christina Hawkins,ERA All In One Realty,$6.21M,34,Albany,GA
-,Barbara Myers,Keller Williams Realty Tuscaloosa,$6.21M,28,Tuscaloosa,AL
-,Joe Courtney,Keller Williams Lincoln,$6.21M,27.5,Lincoln,NE
-,Amanda Hanners,Keller Williams Realty Syracuse,$6.21M,25,Syracuse,NY
-,Cheryl Hogue,RE/MAX Crossroads Properties,$6.21M,36,New Philadelphia,OH
-,Jennifer Soprano,NextHome Paramount,$6.20M,13,Matthews,NC
-,Myles Kukowski,RE/MAX Sauk Valley,$6.20M,41,Sterling,IL
-,Deborah Anderson,"CENTURY 21 Bessette Realty, Inc.",$6.20M,33,Lake Charles,LA
-,Carlos Rios,NextHome My Way,$6.20M,17,Milwaukee,WI
-,Frank Mancuso III,Real Estate One,$6.20M,34,Saint Clair Shores,MI
-,Carlotta Ackley,CENTURY 21 Alliance,$6.20M,31,Wildwood Crest,NJ
-,Pat Tolbert,RE/MAX Town & Country,$6.20M,26,Valdosta,GA
-,Deb Bounds,CENTURY 21 Land of Lakes,$6.20M,26,Grand Rapids,MN
-,Haroon Masood,@properties Christie's International Real Estate,$6.19M,45,Hinsdale,IL
-,Tara Onken,Edina Realty,$6.19M,32.5,Minneapolis,MN
-,Ana Valdez,Keller Williams Lonestar DFW,$6.19M,25,Arlington,TX
-,Johnnie Gabehart,EXIT Realty McCauley,$6.19M,39,Lebanon,KY
-,Pamela King,Howard Hanna Real Estate Services,$6.19M,25,Maumee,OH
-,Sean Hayden,Redfin,$6.18M,18,Des Plaines,IL
-,Ryan Hastings,Coldwell Banker Faith Properties,$6.18M,26,Utica,NY
-,Christine Clark,CENTURY 21 Signature Real Estate,$6.18M,27,Bettendorf,IA
-,Samantha Silcott,Silcott Realty Group apart of Mission to Close,$6.18M,31,Flower Mound,TX
-,Jacqueline Debes,RE/MAX Prime Properties,$6.18M,29,Galena,IL
-,Wendy Holzenkamp,Coldwell Banker Schmidt Realtors,$6.18M,35,Escanaba,MI
-,Jessica Harrell,EXIT Realty Pro,$6.18M,32.5,Canton,TX
-,Rachel Rivera,RE/MAX Premier Realty,$6.18M,25,Mount Dora,FL
-,Sam Sharif,RE/MAX Elite Properties,$6.17M,32,Tomball,TX
-,Melissa Drake,Berkshire Hathaway HomeServices Professional Realty,$6.17M,26,Parkersburg,WV
-,Dennis Murray,CENTURY 21 Potomac West,$6.17M,37,Cumberland,MD
-,Sherri DeHahn,RE/MAX Results,$6.17M,26,Superior,WI
-,Tracy Ostlund,NextHome Discover,$6.17M,42,Presque Isle,ME
-,Marie Souza,RE/MAX Properties,$6.17M,37,Hilo,HI
-,Crystal Babcock,CENTURY 21 Jackson Real Estate,$6.17M,25,Towanda,PA
-,Tim Ray,HomeSmart Legacy,$6.17M,25,Overland Park,KS
-,Cindy Dewar,RE/MAX Right Choice,$6.17M,27,Clio,MI
-,Nic Woods,Coldwell Banker Hulsey,$6.17M,43,Farmington,MO
-,Marjorie Zaccanelli,RE/MAX Bayshore,$6.17M,32,Manistee,MI
-,Tim Arnett,ERA Martin Associates,$6.16M,26.5,Salisbury,MD
-,Charna Virtue,Berkshire Hathaway HomeServices Indiana Realty,$6.16M,28,Lafayette,IN
-,Ashley Najarian,RE/MAX Dream Properties,$6.16M,42,Livonia,MI
-,Razelle Smith,RE/MAX Integrity,$6.16M,26,Tomball,TX
-,Angie Masterton,NextHome Team Ellis,$6.16M,28,Lebanon,MO
-,David Walraed,Coldwell Banker Prime Properties,$6.16M,25.5,Loudonville,NY
-,Frank Ennis,McColly Real Estate,$6.16M,28,Lake Station,IN
-,Kathryn Matic,Patterson-Schwartz Real Estate,$6.15M,18,Wilmington,DE
-,Gina Fonzi,Coldwell Banker Realty,$6.15M,25,Pittsburgh,PA
-,Nicholas Campbell,Better Homes and Gardens Real Estate Central,$6.15M,34,Charleston,WV
-,Tod Slabik,RE/MAX of Reading,$6.15M,26,Wyomissing,PA
-,Rene' Spahr,Coldwell Banker Groves Real Estate,$6.15M,28,Hillsdale,MI
-,Jason Varone,RE/MAX Realty Plus,$6.15M,26,Sebring,FL
-,Carlotta Diaz,NextHome Haven Properties,$6.15M,16,Folsom,CA
-,Bryan Loveland,NextHome Leading Edge,$6.15M,18,Rothschild,WI
-,Priscilla Ball,RE/MAX 10,$6.15M,25,Orland Park,IL
-,Gavin Townsend,HUNT Real Estate ERA,$6.15M,27,Williamsville,NY
-,Bubba Harvin,RE/MAX Action Realty,$6.14M,27,Greenwood,SC
-,Kristie Pearson,RE/MAX Properties II,$6.14M,28,Montgomery,AL
-,Ana Estrada,Keller Williams Realty Rockwall,$6.14M,30,Rockwall,TX
-,Zack McDonough,NextHome Envision,$6.14M,23,Rockville,MD
-,Beth Rodgers,Howard Hanna Real Estate Services,$6.14M,28,Fairlawn,OH
-,Karyn Belardi,Berkshire Hathaway HomeServices The Preferred Realty,$6.14M,29,Somerset,PA
-,Ben Argall,NextHome Superior Living,$6.14M,32,Negaunee,MI
-,Mary Ann Clisby,RE/MAX Real Estate Partners,$6.14M,31,Ocean Springs,MS
-,Morgan Robinson,NextHome Up North,$6.14M,32.5,Prudenville,MI
-,Kane Harris,Coldwell Banker Legacy,$6.13M,26,San Angelo,TX
-,Tyler Johnson,"Berkshire Hathaway HomeServices First, REALTORS®",$6.13M,37,Topeka,KS
-,Lynn Pierce,EXIT Realty Unlimited,$6.13M,32,Texarkana,TX
-,Richy Miller,Redfin,$6.13M,11,Forney,TX
-,Darlene Rice,EXIT Royal Realty,$6.13M,32,Clanton,AL
-,Carlee Jakubek,NextHome Priority,$6.13M,23,Stevens Point,WI
-,Lola Joyner,Redfin,$6.12M,11,Lancaster,CA
-,Yoe Lopez,Howard Hanna Rand Realty,$6.12M,32,Englewood Cliffs,NJ
-,David Robinson,INNOVA Realty Group,$6.12M,9,Murrieta,CA
-,Megan Casebier,Keller Williams First Choice Realty,$6.12M,25,Bowling Green,KY
-,Calyb Shaw,Berkshire Hathaway HomeServices Michigan Real Estate,$6.12M,32,Bay City,MI
-,Helen Dugan,Coldwell Banker Prestige Realty,$6.12M,47,Johnstown,PA
-,Andrea Gentile,Coldwell Banker Preferred Properties,$6.12M,25,Sayre,PA
-,Gary Roberts,RE/MAX Bayshore,$6.12M,31,Kalkaska,MI
-,Darold Newton,Keller Williams Realty Birmingham-Metro North,$6.12M,32,Gardendale,AL
-,Mallary Davis,CENTURY 21 PORTFOLIO,$6.12M,36,Jonesboro,AR
-,Ronald Palentchar,RE/MAX World Class Realty,$6.12M,25,Burlington,NJ
-,Matthew O'Donnell,RE/MAX 360 Realty,$6.11M,32,Pittsburgh,PA
-,Michael Dunne,RE/MAX Concepts,$6.11M,25,Des Moines,IA
-,Jennifer Quave Robertson,RE/MAX Select,$6.11M,28,Hammond,LA
-,Ria Tielman,Redfin,$6.11M,12,Wayne,PA
-,David Kasyanchik,Berkshire Hathaway HomeServices Florida Properties Group,$6.11M,28,Clearwater,FL
-,Ramiro Solano Jr,Redfin,$6.11M,13,Victorville,CA
-,Kimberly Young,ERA King Real Estate,$6.11M,38,Anniston,AL
-,Jenna Chmielewski,ERA Reardon Realty,$6.11M,29,Jackson,MI
-,Steve Morgan,EXIT Elevation Realty,$6.10M,44,Beckley,WV
-,Annie Foushee,Redfin,$6.10M,10,Arvada,CO
-,Dara Steffen,Keller Williams Realty Elevate,$6.10M,26.5,Joplin,MO
-,Rachael Hand,Redfin,$6.10M,8,San Ramon,CA
-,Tara Davies,RE/MAX Ultimate Professionals,$6.10M,27.4,Plainfield,IL
-,Hiba Saad,KW Legacy,$6.10M,46,Dearborn,MI
-,Larissa Baker,EXIT Realty Advantage NM,$6.09M,35,Los Alamos,NM
-,Tracy Kauffman,Howard Hanna Real Estate Services,$6.09M,30.5,Loudonville,OH
-,Kimberly Lopez,Redfin,$6.09M,5,Fremont,CA
-,Heather Root,RE/MAX Central,$6.09M,31,Cadillac,MI
-,Richard Brown,Keller Williams One Legacy Partners,$6.09M,41,Topeka,KS
-,Kimberley Rodman,NextHome Zenith,$6.09M,11,Freehold,NJ
-,Jenna Ramsey,"Coldwell Banker Select, REALTORS",$6.09M,31,Erie,PA
-,Justin Mayer,ReeceNichols South Central Kansas - East Wichita,$6.09M,25,Wichita,KS
-,Emily Floyd,Coldwell Banker Classic Real Estate,$6.08M,32.6,Charleston,IL
-,Angelique Fowler,Redfin,$6.08M,22,Detroit,MI
-,Keith Lipari,RE/MAX 1st Advantage,$6.08M,32,Mechanicsburg,PA
-,Adam Shirey,RE/MAX Douglass Real Estate,$6.08M,31,Houghton,MI
-,Lisa Low,Redfin,$6.08M,10,Toms River,NJ
-,Kelly Chess,Berkshire Hathaway HomeServices The Preferred Realty,$6.08M,31,Murrysville,PA
-,Bob Ellies,RE/MAX Advantage Plus,$6.08M,34,Grand Rapids,MN
-,John Gibson,Keller Williams Realty Little Rock,$6.08M,26.8,Little Rock,AR
-,Greg Robinson,NextHome Up North,$6.08M,24,Prudenville,MI
-,Charlotte Silk,eXp Realty,$6.07M,46,Elk City,OK
-,Stephanie Zarr,EXIT Realty Midwest,$6.07M,39.8,Cherokee,IA
-,Adan Loera Delgado,Coldwell Banker Realty,$6.07M,26,Milwaukee,WI
-,Flor Gonzalez,EXIT Realty Laredo,$6.07M,41,Laredo,TX
-,Scott Cowles,Redfin,$6.07M,9,West Palm Beach,FL
-,Brett Burnell,RE/MAX Next Generation,$6.07M,33,Lebanon,MO
-,Carl Mygrant III,CENTURY 21 Property Shoppe,$6.07M,40,Huntington,IN
-,Jacque Combs,RE/MAX Professionals,$6.07M,39,Springfield,IL
-,Jane Mayer,CENTURY 21 Morrison Realty,$6.07M,26,Minot,ND
-,Kimberly Reed,Berkshire Hathaway HomeServices Florida Properties Group,$6.07M,31,Sebring,FL
-,Tim Burch,NextHome Experience,$6.07M,20,Bangor,ME
-,Melissa Gibson,NextHome Sally Love Real Estate,$6.07M,16,Ocala,FL
-,Amie Dodson,NextHome Clinch Valley,$6.07M,17,Clinton,TN
-,Amber Sprague,"RE/MAX Premier, REALTORS",$6.07M,36,Enid,OK
-,Jessica Asberry,EXIT Realty Blues City,$6.07M,30,Jackson,TN
-,Jody Black,RE/MAX Legacy,$6.06M,26,Oxford,MS
-,Kate Von Staden,"CENTURY 21 J W Morton Real Estate, Inc.",$6.06M,27.5,Inverness,FL
-,Barbara Pierce,NextHome Suncoast,$6.06M,20.5,Venice,FL
-,Tim Hester,"Coldwell Banker Mattox McCleery, Realtors",$6.06M,26,Mansfield,OH
-,Andrea Joo,CENTURY 21 Affiliated,$6.06M,25.5,Spring Green,WI
-,Sylvia McMillan,"Coldwell Banker Apex, Realtors",$6.06M,25,Abilene,TX
-,Nan Belloir,RE/MAX Exclusive Properties,$6.06M,39,Owensville,MO
-,Alissa Dunn,Coldwell Banker Collins-Maury,$6.06M,37.9,Collierville,TN
-,Christie-Elyse Turbiville,RE/MAX Palm Realty,$6.06M,38,Port Charlotte,FL
-,Guadalupe Palacios,Coldwell Banker Realty,$6.06M,26,Southlake,TX
-,Jimmy Mills,"Berkshire Hathaway HomeServices Cooper & Co. Inc., REALTORS®",$6.05M,34,Semmes,AL
-,Jessica Church,CENTURY 21 Advantage Gold,$6.05M,25,Cherry Hill,NJ
-,Paul Williams,NextHome Simplicity,$6.05M,27,Long Beach,MS
-,Jennefer Folsom,@properties Christie's International Real Estate,$6.05M,29,Chicago,IL
-,Kenan Jue,Redfin,$6.05M,7,Oakland,CA
-,Tammy Hale,RE/MAX Advantage,$6.05M,38,Searcy,AR
-,Lori Peterson,RE/MAX of Rock Valley,$6.05M,30,Oregon,IL
-,Donna Hartman,RE/MAX House of Brokers,$6.05M,28,Springfield,MO
-,Hejoma Garcia,RE/MAX Diverse,$6.05M,29,Worcester,MA
-,Alexandra Jovanovic,Keller Williams Realty St. Louis,$6.05M,27,Saint Louis,MO
-,Donju E Taylor,Keller Williams Realty Indy Metro South,$6.05M,30.5,Columbus,IN
-,Lacey Dore,RE/MAX Signature Properties,$6.05M,33,Mascoutah,IL
-,Adam Rosenthal,Redfin,$6.04M,8,Valencia,CA
-,Nancy Colaw,NextHome Virtual,$6.04M,5,Montrose,CO
-,Stefanie Zimmerman,RE/MAX Signature Properties,$6.04M,26,Junction City,KS
-,Lynnea Beale,NextHome Realty Center,$6.04M,13,Cypress,TX
-,Jason Lipsher,RE/MAX Realty Group,$6.04M,27,Fort Myers,FL
-,Jon Baker,NextHome Integrity Group,$6.04M,18,Fort Worth,TX
-,Amy Rathje,RE/MAX Precision,$6.04M,30,Perry,IA
-,Jerry Nienhuis,Keller Williams Realty of Grand Rapids,$6.04M,27.4,Holland,MI
-,Betty Cheek,RE/MAX All Properties,$6.04M,26,Lumberton,TX
-,Jennifer Quinn,Ansley Real Estate Christie's International,$6.04M,28,Atlanta,GA
-,Jennifer O'Doherty,Coldwell Banker Realty,$6.04M,26,Media,PA
-,Sherry Davis,Berkshire Hathaway HomeServices Cabin & Creek Real Estate,$6.04M,28,McComb,MS
-,Alaina Stoll,RE/MAX Action Realty,$6.04M,25,Greenwood,SC
-,Alyssa Sharpe,RE/MAX Results,$6.04M,26,Nisswa,MN
-,Tracey Connors,ERA Reardon Realty,$6.03M,26,Jackson,MI
-,Susan Zhou,EXIT Realty Homeward Bound,$6.03M,48,Vestal,NY
-,Joe Whipp,ERA Team VP Real Estate,$6.03M,46,Warren,PA
-,Shannon Hopkins,HUNT Real Estate ERA,$6.03M,25.5,Lockport,NY
-,Linda Baldini,Berkshire Hathaway HomeServices The Preferred Realty,$6.03M,28,Belle Vernon,PA
-,Omar Scanu,RE/MAX 5 Star Realty,$6.02M,44,Pasadena,TX
-,Mark Foley,RE/MAX Metro Realty,$6.02M,44,Seattle,WA
-,William Gabbard,Howard Hanna Real Estate Services,$6.02M,28,West Chester,OH
-,Christian Marquez,Coldwell Banker Alfonso Realty,$6.02M,31,Ocean Springs,MS
-,Dione Collins,Keller Williams Realty Red Stick Partners,$6.02M,32,Baton Rouge,LA
-,Jessica Kiester,RE/MAX Concepts,$6.02M,28,Altoona,IA
-,Walter Norris,ERA Martin & Associates,$6.02M,38,Wellston,OH
-,Akm Husen,"Howard Hanna WNY, Inc.",$6.02M,29,Lackawanna,NY
-,Laura Nettles,RE/MAX Professionals,$6.02M,26,Lake City,FL
-,Peter Dragani,Keller Williams Real Estate,$6.02M,27,Langhorne,PA
-,Nastasia Brown,Keller Williams Realty Signature,$6.02M,31,Rockford,IL
-,Teresa Countryman,Coldwell Banker Realty,$6.01M,30,North Huntingdon,PA
-,Melissa Johnson,Keller Williams Realty Greater Rochester,$6.01M,26,Rochester,NY
-,Kathy Obermeyer,ERA Team VP Real Estate,$6.01M,27,Bradford,PA
-,Cindy Roberts,Merriment Realty,$6.01M,10,Raleigh,NC
-,Matthew Mueller,Coldwell Banker Real Estate Group,$6.01M,33.5,Manitowoc,WI
-,Jay Cole,NextHome Mammoth Lakes,$6.00M,4,Mammoth Lakes,CA
-,Ed Del Real,McColly Real Estate,$6.00M,29,Schererville,IN
-,Sara Gomez,Coldwell Banker Action Holdings,$6.00M,27,Grand Island,NE
-,Charles Maurer,"CENTURY 21 DePiero & Associates, Inc.",$6.00M,30.5,Parma,OH
-,Denise Anderson,CENTURY 21 Queen City Real Estate,$6.00M,43,Bangor,ME
-,Amy Valls,EXIT Realty Homeward Bound,$6.00M,65.8,Vestal,NY
-,Deborah Masluk,Howard Hanna Real Estate Services,$6.00M,25,Poland,OH
-,Christie Flud,Coldwell Banker Select,$6.00M,31,Sapulpa,OK
-,Christi Collins,EXIT Realty Southern Select,$6.00M,26,Oneonta,AL
-,Michael Bellamy,Redfin,$6.00M,14,Sanford,FL
-,Leisha White,Redfin,$6.00M,13,Colorado Springs,CO
-,Karina Gonzalez-Munoz,Keller Williams Professionals,$6.00M,37,Plymouth,MI
-,Jackie Lowder,CENTURY 21 Affiliated,$6.00M,28,Jackson,MI
-,Lisa Green,NextHome Realty Select,$6.00M,14,Harrisonburg,VA
-,Hassan Osseili,RE/MAX Team 2000,$6.00M,33,Dearborn,MI
-,Monica Mahtani,Coldwell Banker Brown Realtors,$6.00M,72.5,Belleville,IL
-,Barbara Zydyk,RE/MAX Unlimited Real Estate,$6.00M,34,Whitehall,PA
-,John Rhine,RE/MAX Real Estate Results,$5.99M,37,Rogers,AR
-,Tanna Adam,RE/MAX Coast Delta Realty,$5.99M,30,Diamondhead,MS
-,Jaime Vasquez,CENTURY 21 Metro Brokers,$5.99M,26,Grand Blanc,MI
-,Samantha Velasco Martinez,RE/MAX Welcome Home,$5.99M,29,Omak,WA
-,Jade Green,"Coldwell Banker Brenizer, Realtors",$5.99M,26,Rice Lake,WI
-,Julie Pangrazio,"Howard Hanna Rochester, Inc.",$5.99M,30,Conesus,NY
-,Natasha Crabbe,Better Homes and Gardens Real Estate Infinity,$5.98M,29,Texarkana,TX
-,Vu Le,Keller Williams Real Estate,$5.98M,27,Philadelphia,PA
-,Lisa Y Risco,KW Main Line,$5.98M,34,Ardmore,PA
-,Jennifer Drass,Piatt Sotheby's International Realty,$5.98M,25,Sewickley,PA
-,Paula Kiger,RE/MAX Advantage,$5.98M,26,Floyds Knobs,IN
-,Beth Posey,RE/MAX Capital,$5.98M,30.5,Bismarck,ND
-,Reggie Balcom,RE/MAX West,$5.98M,26,Muskegon,MI
-,Elena Omirova Davidson,NextHome Perrine & Associates Realty,$5.97M,25,Sturgeon Lake,MN
-,Brian Slinkman,NextHome Partners,$5.97M,28.5,Wisconsin Rapids,WI
-,Gabriel Fernandez,NextHome Novel Real Estate,$5.97M,7,Santa Maria,CA
-,Sylvia Maietta,RE/MAX Realty Group,$5.97M,29,Fort Myers,FL
-,Edwin Estrella,Iron Valley Real Estate of Berks,$5.97M,25,Wyomissing,PA
-,Maggie McFarland,RE/MAX Pearland,$5.96M,25,Pearland,TX
-,Brenda Luttgeharm,CENTURY 21 Buelow-Miller Realty,$5.96M,28,Pineville,LA
-,Jean Ann DeShano,RE/MAX Results,$5.96M,34,Bay City,MI
-,Roger Murray,RE/MAX Classic,$5.96M,29,Novi,MI
-,Mia Tasker,RE/MAX Perrett Associates,$5.96M,32,Battle Creek,MI
-,Mike Asmus,NextHome Mission,$5.96M,10,Stafford,VA
